review,sentiment,clean_review
keren,positif,keren
sangat baguss dan bermanfaat,positif,baguss manfaat
Bagus,positif,bagus
up to date information from social media,positif,up to date information from social media
Bagus Mantap,negatif,bagus mantap
Msnjak tweeter robah jadi X stegah mati skli mau loding k keakun saya ..z kasih 3 bintang dlu,netral,msnjak tweeter robah x stegah mati skli loding k akun z kasih bintang dlu
Ribet,negatif,ribet
Aplikasi bagus,positif,aplikasi bagus
Lemot mulu oe. Elon baikin dulu aplikasi loe sebelum masangin chip ke otaknya orang 😡,negatif,lot mulu oe elon baikin aplikasi loe masangin chip otak orang 
Sweet banget,positif,sweet banget
"Aplikasinya selalu force close, padahal baru di download.",negatif,aplikasi force close download
Banyak berita akurat saya dapat dari X,positif,berita akurat x
bagus,positif,bagus
bagus,netral,bagus
banyak manfaatnya.,positif,manfaat
Makin kesini loading timeline makin lama.,negatif,kesini loading timeline
Tidak bisa login kesalahan,negatif,login salah
Lemot,negatif,lot
aplikasinya bagus,positif,aplikasi bagus
suka,positif,suka
Akurat.,positif,akurat
Gak bisa di buka apk nya,negatif,gak buka apk nya
"Aplikasi tololll , lelet cokk",negatif,aplikasi tololll lelet cokk
Orang2 besar menggunakan media ini. Keren.,positif,orang media keren
bagus,positif,bagus
Apk gak jelas,negatif,apk gak
good,positif,good
baik banget,positif,banget
saya suka,positif,suka
Lemot banget mau buka,negatif,lot banget buka
Afk gajelas . Susah masuk . Gaguna,negatif,afk gajelas susah masuk gaguna
Mantap,positif,mantap
Memutar video lama,positif,putar video
"Semenjak di beli ini platform Makin lemot oi, refresh aja ga bisa!!! KERJA ga itu teknisinya makin kesini makin kacau lemooooooot parah",negatif,semenjak beli platform lot oi refresh aja ga kerja ga teknisi kesini kacau lemooooooot parah
Keren,positif,keren
ok,positif,ok
bagus,positif,bagus
Maantaaaaap,positif,maantaaaaap
terlalu banyak film dewasa,negatif,film dewasa
"Dari kemaren buka kayak gak ada jaringan padahal wifi lancar, gabisa check DM terbaru, harus masuk lewat web dan itu ribet, tolong deh perbaiki",negatif,kemaren buka kayak gak jaring wifi lancar gabisa check dm baru masuk web ribet tolong deh baik
Suka dng berita2 twitter,positif,suka dng berita twitter
"sebenarnya dulu bagus, tp gatau kenapa makin jelek 😓 belakangan ini sering ngebug gabisa direfresh tl nya. padahal jaringan bagus 😢 loading mulu, mana lama lagi nunggu bisanya..",negatif,bagus tp gatau jelek  ngebug gabisa direfresh tl nya jaring bagus  loading mulu nunggu bisa
Masi mending jaman twitter:(,negatif,mas mending jaman twitter
"woi Elon musk akun gua knp di tangguhkan ,pdhl itu akun buat jualan makanan ringan doang, sedangkan akun yg sarkas"" aman aja",negatif,woi elon musk akun gua knp tangguh pdhl akun jual makan ringan doang akun yg sarkas aman aja
"Semenjak ganti nama X Nih Aplikasi Sering BANGET Lemot, sering ngelag, bug Kaga Jelas, Sering Minta Di Update, Tapi Ga Ada Perubahan Sama Sekali, Tetep Lemot Kaga Jelas",negatif,semenjak ganti nama x nih aplikasi banget lot ngelag bug kaga update ga ubah tetep lot kaga
terbaik,positif,baik
coba dulu ah,positif,coba ah
Aplikasi nya bagus,positif,aplikasi nya bagus
oke,positif,oke
membantu,positif,bantu
I am requesting a tweet scheduling feature to be added to the application. Thank you,netral,i am requesting a tweet scheduling feature to be added to the application thank you
Pas up loading nya lama padahal internet ada loh. Sinyalnya juga bagus,negatif,pas up loading nya internet loh sinyal bagus
Balikin twitter seperti dulu 👊,negatif,balikin twitter 
Ok,positif,ok
"APlikasi nYA(x)ini Kok JELek.BURuk.ia?.KENAPa APlikasi(x)??.APa KAmu Lagi DOBbol ia?.MENcret kah? ASa VIDeonya,.ADa GAMbarnYA JUga. TETapi Kok TIDak BISa DIDOUNlud dan DISIMpan.KENAPa HAa. Terus DARi SEGi VIDeonYA ia,KENAPa Kok PUTarannya CEPat BANGnget.BEGITu. KENAPA KaMU(x),ADa APa DENGan KAmu(APlikasi X)??? Kamu Mumet.atau PUSing ia.Jika ia PUSing DAN MUMet.Kamu APlikasi(x)MEMPakai.dan MEMINum Obat ia)??. Biar CEPat Sembuh. TIDak SEPerti APlikasi TWITter YANG BAGus.Dan TETAP BAIK.KERen.",negatif,aplikasi nyaxini jelekburukiakenapa aplikasixapa dobbol iamencret kah asa videonyaada gambar didounlud disimpankenapa haa segi video iakenapa putar cepat bangngetbegitu kamuxada kamuaplikasi x mumetatau pusing iajika pusing mumetkamu aplikasixmempakaidan minum obat biar cepat sembuh aplikasi twitter bagusdan baikkeren
lemot,negatif,lot
Sangat bagus,positif,bagus
"Sesuai keinginan,beda dgn tampilan yg lain,signifikan",positif,sesuai keinginanbeda dgn tampil yg lainsignifikan
apa² selalu ditangguhkan pdhl saya ngga pernah bikin salah. orang² banyak salah gunakan apk ini ada yg porno grapi dan cewe pangilan knpa mereka ngga ditangguhkan akun nya,negatif,apa tangguh pdhl ngga bikin salah orang salah apk yg porno grapi cewe pangilan knpa ngga tangguh akun nya
Kok gak bisa daftar pake akun google ya,positif,gak daftar pake akun google ya
sangat keren,negatif,keren
The best,positif,the best
mantap,positif,mantap
Bagus,negatif,bagus
aplikasi ajing semenjak di pegang elon goblog malah gk bisa,negatif,aplikasi ajing semenjak pegang elon goblog gk
okok aza,positif,okok aza
"Ini pas nonton video updatean idol kok gak bisa ya? "" masalah putaran "" ini maksudnya gimana? Wifi lancar kok ada masalah? TOLONG DI PERBAIKI!",negatif,pas nonton video updatean idol gak ya putar maksud gimana wifi lancar tolong baik
Ngirim direct massege di batasi.. dan KLO mau bebas harus bayar bulanan.. sebenrny akun ini jdi akun ap sih.. kok lama² tambah susah aj,netral,ngirim direct massege batas klo bebas bayar bulan sebenrny akun jdi akun ap sih lama susah aj
Good,positif,good
"LOGIN NYA SEKARANG SUSAH BANGET, EMAIL BELUM DI PAKE TULISAN NYA EMAIL SUDAH TERPAKAI PERBAIKI LOGIN AKUN NYA.",negatif,login nya susah banget email pake tulis nya email pakai baik login akun nya
aplikasinya terlalu lama untuk update status. kalah sama lewat web nya.,negatif,aplikasi update status kalah web nya
aku cuma berharap agar bisa menonaktifkan foto² aneh disini,negatif,harap nonaktif foto aneh
Nice,positif,nice
mantappp,positif,mantappp
Good,positif,good
Koq video nya ga bisa di buka,negatif,koq video nya ga buka
balikin lagi dong fitur disukai nya biar bisa liat apa yang di sukai seseorang,negatif,balikin fitur suka nya biar liat suka
"Saya udh coba berkali kali tidak bisa masuk padahal jaringan saya lancar ,koneksi anda buruk Apakah tidak bisa memakai wifi?",negatif,udh coba kali kali masuk jaring lancar koneksi buruk pakai wifi
akun ku sering keluar sendiri,positif,akun ku
Semoga bermanfaat🤲🙏,positif,moga manfaat
Aplikasi tolol,negatif,aplikasi tolol
X adalah Media sosial terbaik 💗,positif,x media sosial baik 
Bagus,positif,bagus
Baru mencoba semoga bermanfaat,positif,coba moga manfaat
Mantap,positif,mantap
Pas udah lihat profil orang kembali ke beranda langsung refresh sendiri,negatif,pas udah lihat profil orang beranda langsung refresh
"aneh, msa loadingnya lama banget",negatif,aneh msa loadingnya banget
"BURUK , SAYA BARU BUKA TWITTER SCROLL BERITA KELUAR SENDIRI WHYY TWITTER? , TOLONGG PERBAIKIII BUG KAU , KELUAR SENDIRI DIALIHKAN KE SHOPPE BURUK KALI APLIKASI KAU ,",negatif,buruk buka twitter scroll berita whyy twitter tolongg perbaikiii bug kau alih shoppe buruk kali aplikasi kau
Bagus,positif,bagus
Ikut2 an aja byk yg rating 1 soalnya,negatif,an aja byk yg rating
Mantaap,positif,mantaap
Saya suka kabar terbaru,positif,suka kabar baru
Apl busuk mau login aja ribet banget,negatif,apl busuk login aja ribet banget
Kenapa akun saya bisa ditangguhkan,positif,akun tangguh
Sulit sekali untuk login,negatif,sulit login
"semenjak di up nama nya jadi x malah makin lemot, wifi lancar padahal tpi selalu muter muter persekian detik",negatif,semenjak up nama nya x lot wifi lancar tpi muter muter sekian detik
Cocok buat pembokepz,positif,cocok pembokepz
Mantap,positif,mantap
coba coba . coba la dulu biar kau tau seberapa keren ya,positif,coba coba coba la biar kau tau keren ya
kinerja apk-nya makin jelek!,negatif,kerja apknya jelek
"Aku download karena penasaran berita Kim Soohyun, moga dia cepet dapat hukuman yg setimpal. Pls kalian fans nya jgn den1al.",positif,download penasaran berita kim soohyun moga cepet hukum yg timpal pls fans nya jgn denal
"Sering logout akun tanpa di suruh, sering erorr sekarang",negatif,logout akun suruh erorr
Sangat membantu berinteraaksi sama teman dan keluarga,positif,bantu berinteraaksi teman keluarga
Aplikasi nya sangat bagus,positif,aplikasi nya bagus
Bagus,netral,bagus
Okelah,positif,oke
"Kenapa kok gak bisa ganti foto ya ,, padahal udah di ganti foto lain pas balik ke menu utama dan masuk kembali ke apk X ini foto nya balik ke foto sebelum nya",negatif,gak ganti foto ya udah ganti foto pas menu utama masuk apk x foto nya foto nya
"kemarin-kemarin oke-oke aja, sekarang kalo mau liat postingan full+ comment malah keluar aplikasi",negatif,kemarinkemarin okeoke aja kalo liat postingan full comment aplikasi
jadi lemot,negatif,lot
Aplikasi apa coba,negatif,aplikasi coba
jaringan 4g aja lelet nya minta ampun. cuma muter² doang pas buka profil orang.,negatif,jaring g aja lelet nya ampun muter doang pas buka profil orang
Lemot gak akurat jalan nya gak sesuai dengan kendaraan,negatif,lot gak akurat jalan nya gak sesuai kendara
hayo lu pada ngap ngapain download Twitter 🤓☝🏻,positif,hayo lu ngap ngapain download twitter 
Aplikasi oke oke,positif,aplikasi oke oke
sms kode OTP terlalu lama,positif,sms kode otp
Hidup data. Wifi Gak bisa jaringan warna merah susah kata sandi banyak terus 😤😤,negatif,hidup data wifi gak jaring warna merah susah sandi 
Topp,positif,topp
Memuaskan,positif,muas
Kurang tertarik dengan Aplikasi sosial media ini.,negatif,tarik aplikasi sosial media
hal yg paling bikin risih adalah apk nya kalo gw pake lama lama pasti auto ngelag gtw hp ku yg sudah sekarat atau apk nya yg memang size nya tidak bersahabat,negatif,yg bikin risih apk nya kalo gw pake auto ngelag gtw hp ku yg sekarat apk nya yg size nya sahabat
baguss banget 👀👀👀👀👀☹️☹️☹️☹️☹️☹️❤️❤️💐💐😎,negatif,baguss banget 
bagus,positif,bagus
saya coba login awal nya baik² saja tapi lama kelamaan jadi gak bisa login sampai akun Saya di benned,positif,coba login nya baik gak login akun benned
Ini g enak banyak yang aneh,negatif,g enak aneh
Mantap pokoknya GK nyesal instal aplikasi ini,positif,mantap pokok gk nyesal instal aplikasi
Mqntapp,positif,mqntapp
mantabbbbb,positif,mantabbbbb
nice,positif,nice
BANYAK BUGGG SIALL,positif,buggg siall
"jelekkk, akunku dikit-dikit kelock😡",negatif,jelekkk akun dikitdikit kelock
"Kenapa 2 hari ini susah sekali unggah video. Lemot. Padahal jaringan dan hp baik baik saja, semua ok. Tolong diperbaiki",netral,susah unggah video lot jaring hp ok tolong baik
Sering log out sendiri.sangat menyusahkan user.aplikasi menyebalkan,negatif,log out sendirisangat susah useraplikasi sebal
Bagus sekali,positif,bagus
Sangat Puas,positif,puas
Good,positif,good
Ni aplikasi error mulu dah wifi lancar kaga mau di refresh,negatif,ni aplikasi error mulu dah wifi lancar kaga refresh
Sangat membantu,positif,bantu
Keren,positif,keren
"Now X is being the worst social media ever! It's okay if u want to put ads, but at least it must be something related to what we search recently. Trash! Super annoying app. Now i didn't know it's a bug or what, i can't login to all my account.",negatif,now x is being the worst social media ever its okay if u want to put ads but at least it must be something related to what we search recently trash super annoying app now i didnt know its a bug or what i cant login to all my account
Nyesal banget download ini apk udh pemilihan tanggal lahir nya bikin repot pas kirim kode ke email nggak masuk masuk 😑 apk gilak,negatif,nyesal banget download apk udh pilih tanggal lahir nya bikin repot pas kirim kode email nggak masuk masuk  apk gilak
Nice,netral,nice
Ni kenapa gak bisa ke refresh tweet/kontennya kocak,negatif,ni gak refresh tweetkontennya kocak
"Aplikasi gk jls emng, dikit2 ditangguhkan.",negatif,aplikasi gk jls emng dikit tangguh
Kecewa sangat,negatif,kecewa
Good,positif,good
Good,positif,good
Bagus juga,positif,bagus
Gak bisa masuk. Setiap mau login memuat terus,negatif,gak masuk login muat
lebih bagus Twitter yang dulu,negatif,bagus twitter
minta update terus anjayy apaan dah 👺💔,negatif,update anjayy dah 
Kenapa bagus sekali,positif,bagus
Sanga bermanfaat🙏,positif,sanga manfaat
"Bagus ,menambah wawasan pikiran kita .menghilangkan penak.pusing",positif,bagus tambah wawas pikir hilang penakpusing
Bagus,positif,bagus
Tolong lah kenapa lemot sih? Padahal jaringan lancar nya minta ampun 😑 Tolong perbaiki!!!,netral,tolong lot sih jaring lancar nya ampun  tolong baik
Bagus,positif,bagus
Kenapa tiwtternya di private katanya malah berlaku sampai 2024 tolong di buat versinya ampe 2025 2026 2027 2028 2029 sampe seterusnya tolong jg di buka privasinya gw kgk bisa buat akun tiwtternya neh,netral,tiwtternya private laku tolong versi ampe sampe tolong jg buka privasi gw kgk akun tiwtternya neh
Error di pencarian,positif,error cari
Disini Orang2nya pada berbakat Menggambar:3!!,positif,orang bakat gambar
"Warga X emang the best, ku suruh bantu Carikan nomor owner apotek karena ada masalah, langsung ketemu. The bestt",positif,warga x emang the best ku suruh bantu cari nomor owner apotek langsung ketemu the bestt
Ok,positif,ok
"Gak suka banget sama x sekarang kok banyak bacot nya yah, banyak error nya. Bagusan dulu twiter Weh.",negatif,gak suka banget x bacot nya yah error nya bagus twiter weh
Very interesting,positif,very interesting
"Gk usah Ngadi Ngadi lu Elon, opsi ai lu maksa pake aset creator gambar tuh GK adil",negatif,gk ngadi ngadi lu elon opsi ai lu maksa pake aset creator gambar tuh gk adil
Yup,positif,yup
kenapa akun saya tidak bisa?,positif,akun
Tolong ini dikondisikan Elon Musk isinya kenapa banyak fornonya astaga 😹,negatif,tolong kondisi elon musk isi fornonya astaga 
Sangat bagus 👍👍👍,positif,bagus 
akun saya sering di blokir aplikasi setiap sehabis mendaftar 2-4 jam kemudian langsung di blok dengan alasan berisi konten dewasa sedangkan saya tidak melihat hal porno dan tidak nge follow akun akun yang memposting hal hal dewasa,netral,akun blokir aplikasi habis daftar jam langsung blok alas isi konten dewasa porno nge follow akun akun memposting dewasa
Mantap 👍,positif,mantap 
gk bisa login,negatif,gk login
banyak bug nya bjirrr ga bgtttt ✌️,negatif,bug nya bjirrr ga bgtttt 
"Seringkali kali error, masih bagus Twitter yang dulu. Kadang suka keluar sendiri, tolong perbaiki dan jadikan Twitter canggih seperti sedia kala.",negatif,seringkali kali error bagus twitter kadang suka tolong baik jadi twitter canggih sedia
Susah login,negatif,susah login
"sering banget lagi scroll malah ke refresh, aplikasi ngga jelas!!!",negatif,banget scroll refresh aplikasi ngga
Vidio bikin tambah dosa emang ciri akhir zaman banyak kli vidio negatif aku kira ini aplikasinya buat ada baca komik cerita ehhhhmalah negatif,negatif,vidio bikin dosa emang ciri zaman kli vidio negatif aplikasi baca komik cerita ehhhhmalah negatif
"Semua akun ditangguhkan.. Apa kesalahan tidak jelas.. Ini aplikasi paling membuat saya jengkel.. Tiba"" Akun terus ditangguhkan.. Aplikasi ga jelas..",negatif,akun tangguh salah aplikasi jengkel akun tangguh aplikasi ga
Ini gimana nomer email juga benar kok tidak bisa mengakses ada apa dengan twitter😠,positif,gimana nomer email akses twitter
Setelah update kenapa ga bisa di buka,negatif,update ga buka
gbisa daftar,negatif,gbisa daftar
Sangat menghibur,positif,hibur
Needed update but somehow it kept loading,negatif,needed update but somehow it kept loading
Bagus,positif,bagus
"Lama pake x ini, tapi tiba2 terblokir, ktnya srh kirim no notifikasi, tapi nomernya tdk di kirim, bgmn ini ? Thank's",positif,pake x blokir ktnya srh kirim no notifikasi nomernya tdk kirim bgmn thanks
"Saya suka banyak pekob yg muncul tiba"" pas scroll vidio",positif,suka pekob yg muncul pas scroll vidio
aplikasi problematik najis,negatif,aplikasi problematik najis
