review,sentiment
"Cuihh,, gk ngerti lama"" dibuat sama apk satu ini. Mau masok ke akun sendiri aja di persulitkan",1
mantap,5
New version update new Games Supported Mobile Device Samsung A01 Core new update New version update full voice over Storyline And System,3
Kenapa ga bisa di buka aplikasi nya,1
Lemot bgt gila padahal jaringan aman,1
Oke,5
"seringkali akun terkunci kadang² diblokir sekarang kebanyakan aturan, lebih nyaman versi yang dulu nama twitter 🙄",1
good,5
Bagus dan menarik,4
kenapa sekarang malah jadi lemot padahal koneksi dan kapasitas hp masih besar.,1
mantap,5
"Ini ada apa dengan twitter, kok gak bisa scroll postingan terbaru padahal koneksi internet baik baik aja?",5
"Aplikasi huru hara apa aja ada, yang engga ada cuman kamu dihatinya :)",1
Sumpah Akhir²ini sering kali lemot,1
login ribet,5
aplikasi bermasalah,1
Knp Selalu kembali otomatis ke halaman awal,4
LEMOT,1
selamat,5
sangat membantu dan menambah wawasan beritanya selalu terupdate,5
good,5
Kurangi porno nya,1
Ayo kembangkan lagi X biar banyak peminat ya,5
"padahal dulu nih apk termasuk yang paling aku sering pake lho, tapi gegara apalah ini ganti admin (?) jadi malah kek... ah sudahlah. malesin, lemot, buat ngapa-ngapain serasa nggak nyaman.",1
"Bisa ngak itu iklan pinjol 360kredit di blokir? Capek tiap di branda muncul ,sudah di report masih aja muncul.. mana dia ngak bisa di blok... tolong lahhh... mereka nyapah sampah di branda saya...",2
"sering ke refresh sendiri , buka chat gruf mental keluar lagi , mau buat tweet juga jadi lemot , mhon perbaiki lagi masalah nya , soalnya X ini mata pencarian seniman seperti saya 🙏",3
👍Bagus,5
Aplikasi yang ok dan bnyk pengetahuan,5
mantap,5
Sianying ga bisa log in,1
Keren,5
gak bisa anjir,1
"banyak bokep, gua cuma pengen cari playboi carti, Roblox, hip-hop culture malah muncul bokep",1
"Akun saya di tangguhkan tidak pernah ada solusi, saya tidak melakukan hal hal yang melanggar, Twitter pindah ke X bnyak permasalahan",2
𝚘𝚔,5
Jelek,1
kalo d komunitas pas pencet tread orang pas kembali suka scrol ke atas awal lagi anjg cape gblg,1
👍👍,4
"gtw kenapa tiba-tiba akun ku di tangguhkan padhal ga pernh melanggar apapun dan jarang sekali aktif. saat di cek untuk ajukan banding malahan kata nya akun ku ga di tangguhkan , apa masalah teknis tolong bngt ini mah X , dan sampai sekrng ga ada respon dari X apaan bngt",1
bad app,1
sangat bagus,5
oke,5
Jelek banget apus aja apk nya gaguna,1
Mantap,5
"beritaya, terkini 👍👍👍😁",5
akun saya di blok,5
Mantap 👍👍,5
Nice,4
Lumayan saje,4
"ko sering lelet yaa padahal sinyal bagus, jadi sering error",3
Apk tolol,1
mantap & bagus,5
Good,5
Aplikasi nya sangat bagus,5
Mantab,5
So far so good,1
kesuspen mulu tytyd tytyd,1
sehr gut,5
good apk,5
Kenapa skrng ngk bisa di buka aplikasi nya.,5
"Tambah lemot,,banyak banget bug nya gimana sih...",1
Ok,5
sangat menghibur,5
gak bisa login parah ni,1
semakin baik,5
sangat baik,5
kenapa harus dimintai username saya tidak bisa masuk ke akunnya karena saya lupa usernamenya sangat mengecewakan,1
BEST!,5
Good,5
"lemot sekarang, suka gabisa dibuka",1
Slow respon,1
"gue gak ngapa² in tiba² pas buka, akun gue kena banned, gak jelas banget nih apk",1
masih lebih bagus waktu jadi Twitter daripada x udah login ribet lemot lg padahal jaringan udah 250mbps,1
benci aku sekarang hrs bolak balik login jujuk,1
"ga cocok di gua, bikin stress",1
Lemottttt,1
apk stress gw mau login lewat gmail gk muncul kode verifikasiny,1
"ko makin lama makin jelek ya,ngelek lelet setiap mau masuk,tolong di perbaiki lagi.",3
"Apaan tiba-tiba tangguhkan, lemot lg.",1
kadang suka sebel kalo update mulu,4
Top,5
semoga segera ada versi lite,5
semoga ada game,4
elon awas aj klo gampang drop ye,1
suka banget,5
🙇💆,4
ko di aku masi gambar burung biru bukan X hitammmm,2
"Aplikasi gak bener, udah 5 akun lebih di tangguhkan terus, mau nya apasi? Gak jelas bgt sumpah, apk gak guna.",1
suka aj cuma mau coba²,3
👍👍,4
Apk sangat bagus dan gue suka banget sama apk ini,5
Stability issue,3
lemot,1
"so far so good, disisi lain juga masih baru di X jadi masih belum ngerti keselurahan dan lagi cari paham",4
Topp,4
Mantap bro 👍👍😘,5
akun sering log out sendiri dan akun saya d tangguh kan,1
Manatpp,5
Buat nonton Bokep Lemot Bgt,2
Sering log out,1
Good job Xi,5
tolong buat flim-flim yang tidak senonoh di hapus dari x atau di blokir.,1
"Udh jarang nge lag,mungkin sudah di perbaiki terimakasih",5
Banyak informasi dan fanart yang sangat saya sukai,5
"Saya kasi Bintang tiga,saya Tamba bintang lg",5
knp x nya tidak bisa di buka,1
ok,5
Nice,5
tiba tiba keluar akun sendiri,2
Guddd🤗,5
Baik,5
Suka,5
sangat buruk,1
keren,4
sangat baguss dan bermanfaat,5
Bagus,5
up to date information from social media,5
Bagus Mantap,1
Msnjak tweeter robah jadi X stegah mati skli mau loding k keakun saya ..z kasih 3 bintang dlu,3
Ribet,1
Aplikasi bagus,5
Lemot mulu oe. Elon baikin dulu aplikasi loe sebelum masangin chip ke otaknya orang 😡,1
Sweet banget,5
"Aplikasinya selalu force close, padahal baru di download.",1
Banyak berita akurat saya dapat dari X,5
bagus,5
banyak manfaatnya.,5
Makin kesini loading timeline makin lama.,2
Tidak bisa login kesalahan,1
Lemot,1
aplikasinya bagus,4
suka,5
Akurat.,5
Gak bisa di buka apk nya,1
"Aplikasi tololll , lelet cokk",1
sangat baik,5
Orang2 besar menggunakan media ini. Keren.,5
bagus,5
Apk gak jelas,1
good,5
baik banget,5
saya suka,4
Lemot banget mau buka,2
Afk gajelas . Susah masuk . Gaguna,1
Mantap,5
Memutar video lama,4
"Semenjak di beli ini platform Makin lemot oi, refresh aja ga bisa!!! KERJA ga itu teknisinya makin kesini makin kacau lemooooooot parah",1
Keren,5
ok,5
bagus,5
Maantaaaaap,5
terlalu banyak film dewasa,1
"Dari kemaren buka kayak gak ada jaringan padahal wifi lancar, gabisa check DM terbaru, harus masuk lewat web dan itu ribet, tolong deh perbaiki",2
Suka dng berita2 twitter,4
"sebenarnya dulu bagus, tp gatau kenapa makin jelek 😓 belakangan ini sering ngebug gabisa direfresh tl nya. padahal jaringan bagus 😢 loading mulu, mana lama lagi nunggu bisanya..",2
😁,5
Masi mending jaman twitter:(,1
"woi Elon musk akun gua knp di tangguhkan ,pdhl itu akun buat jualan makanan ringan doang, sedangkan akun yg sarkas"" aman aja",1
"Semenjak ganti nama X Nih Aplikasi Sering BANGET Lemot, sering ngelag, bug Kaga Jelas, Sering Minta Di Update, Tapi Ga Ada Perubahan Sama Sekali, Tetep Lemot Kaga Jelas",1
terbaik,5
coba dulu ah,4
💓,5
Aplikasi nya bagus,5
oke,5
membantu,5
I am requesting a tweet scheduling feature to be added to the application. Thank you,3
Pas up loading nya lama padahal internet ada loh. Sinyalnya juga bagus,2
Balikin twitter seperti dulu 👊,1
Ok,5
"APlikasi nYA(x)ini Kok JELek.BURuk.ia?.KENAPa APlikasi(x)??.APa KAmu Lagi DOBbol ia?.MENcret kah? ASa VIDeonya,.ADa GAMbarnYA JUga. TETapi Kok TIDak BISa DIDOUNlud dan DISIMpan.KENAPa HAa. Terus DARi SEGi VIDeonYA ia,KENAPa Kok PUTarannya CEPat BANGnget.BEGITu. KENAPA KaMU(x),ADa APa DENGan KAmu(APlikasi X)??? Kamu Mumet.atau PUSing ia.Jika ia PUSing DAN MUMet.Kamu APlikasi(x)MEMPakai.dan MEMINum Obat ia)??. Biar CEPat Sembuh. TIDak SEPerti APlikasi TWITter YANG BAGus.Dan TETAP BAIK.KERen.",1
lemot,1
Sangat bagus,4
"Sesuai keinginan,beda dgn tampilan yg lain,signifikan",5
apa² selalu ditangguhkan pdhl saya ngga pernah bikin salah. orang² banyak salah gunakan apk ini ada yg porno grapi dan cewe pangilan knpa mereka ngga ditangguhkan akun nya,1
Kok gak bisa daftar pake akun google ya,5
👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼,5
sangat keren,1
The best,5
mantap,5
Bagus,1
aplikasi ajing semenjak di pegang elon goblog malah gk bisa,1
okok aza,5
"Ini pas nonton video updatean idol kok gak bisa ya? "" masalah putaran "" ini maksudnya gimana? Wifi lancar kok ada masalah? TOLONG DI PERBAIKI!",1
Ngirim direct massege di batasi.. dan KLO mau bebas harus bayar bulanan.. sebenrny akun ini jdi akun ap sih.. kok lama² tambah susah aj,3
Good,5
"LOGIN NYA SEKARANG SUSAH BANGET, EMAIL BELUM DI PAKE TULISAN NYA EMAIL SUDAH TERPAKAI PERBAIKI LOGIN AKUN NYA.",1
aplikasinya terlalu lama untuk update status. kalah sama lewat web nya.,1
aku cuma berharap agar bisa menonaktifkan foto² aneh disini,1
Nice,5
mantappp,5
Good,4
Koq video nya ga bisa di buka,1
balikin lagi dong fitur disukai nya biar bisa liat apa yang di sukai seseorang,1
"Saya udh coba berkali kali tidak bisa masuk padahal jaringan saya lancar ,koneksi anda buruk Apakah tidak bisa memakai wifi?",1
akun ku sering keluar sendiri,4
Semoga bermanfaat🤲🙏,5
Aplikasi tolol,1
X adalah Media sosial terbaik 💗,5
Bagus,5
Baru mencoba semoga bermanfaat,5
Mantap,5
Pas udah lihat profil orang kembali ke beranda langsung refresh sendiri,1
"aneh, msa loadingnya lama banget",1
"BURUK , SAYA BARU BUKA TWITTER SCROLL BERITA KELUAR SENDIRI WHYY TWITTER? , TOLONGG PERBAIKIII BUG KAU , KELUAR SENDIRI DIALIHKAN KE SHOPPE BURUK KALI APLIKASI KAU ,",1
Bagus,5
Ikut2 an aja byk yg rating 1 soalnya,1
Mantaap,5
Saya suka kabar terbaru,4
Apl busuk mau login aja ribet banget,1
Kenapa akun saya bisa ditangguhkan,5
Sulit sekali untuk login,1
"semenjak di up nama nya jadi x malah makin lemot, wifi lancar padahal tpi selalu muter muter persekian detik",1
Cocok buat pembokepz,5
Mantap,5
coba coba . coba la dulu biar kau tau seberapa keren ya,5
kinerja apk-nya makin jelek!,1
"Aku download karena penasaran berita Kim Soohyun, moga dia cepet dapat hukuman yg setimpal. Pls kalian fans nya jgn den1al.",4
"Sering logout akun tanpa di suruh, sering erorr sekarang",1
Sangat membantu berinteraaksi sama teman dan keluarga,4
Aplikasi nya sangat bagus,5
Bagus,3
Okelah,4
"Kenapa kok gak bisa ganti foto ya ,, padahal udah di ganti foto lain pas balik ke menu utama dan masuk kembali ke apk X ini foto nya balik ke foto sebelum nya",2
"kemarin-kemarin oke-oke aja, sekarang kalo mau liat postingan full+ comment malah keluar aplikasi",2
jadi lemot,1
Aplikasi apa coba,1
jaringan 4g aja lelet nya minta ampun. cuma muter² doang pas buka profil orang.,1
Lemot gak akurat jalan nya gak sesuai dengan kendaraan,2
hayo lu pada ngap ngapain download Twitter 🤓☝🏻,5
Aplikasi oke oke,5
sms kode OTP terlalu lama,4
Hidup data. Wifi Gak bisa jaringan warna merah susah kata sandi banyak terus 😤😤,1
Topp,5
Memuaskan,5
Kurang tertarik dengan Aplikasi sosial media ini.,2
hal yg paling bikin risih adalah apk nya kalo gw pake lama lama pasti auto ngelag gtw hp ku yg sudah sekarat atau apk nya yg memang size nya tidak bersahabat,1
baguss banget 👀👀👀👀👀☹️☹️☹️☹️☹️☹️❤️❤️💐💐😎,2
bagus,5
saya coba login awal nya baik² saja tapi lama kelamaan jadi gak bisa login sampai akun Saya di benned,5
Ini g enak banyak yang aneh,1
Mantap pokoknya GK nyesal instal aplikasi ini,5
Mqntapp,5
mantabbbbb,5
nice,5
BANYAK BUGGG SIALL,5
"jelekkk, akunku dikit-dikit kelock😡",2
👍👍👍👍👍,5
"Kenapa 2 hari ini susah sekali unggah video. Lemot. Padahal jaringan dan hp baik baik saja, semua ok. Tolong diperbaiki",3
Sering log out sendiri.sangat menyusahkan user.aplikasi menyebalkan,1
Bagus sekali,5
Sangat Puas,5
Good,5
Ni aplikasi error mulu dah wifi lancar kaga mau di refresh,1
Sangat membantu,5
Keren,5
"Now X is being the worst social media ever! It's okay if u want to put ads, but at least it must be something related to what we search recently. Trash! Super annoying app. Now i didn't know it's a bug or what, i can't login to all my account.",1
Nyesal banget download ini apk udh pemilihan tanggal lahir nya bikin repot pas kirim kode ke email nggak masuk masuk 😑 apk gilak,1
Nice,3
Ni kenapa gak bisa ke refresh tweet/kontennya kocak,1
"Aplikasi gk jls emng, dikit2 ditangguhkan.",1
Kecewa sangat,1
Good,5
Good,5
Bagus juga,5
Gak bisa masuk. Setiap mau login memuat terus,1
lebih bagus Twitter yang dulu,2
minta update terus anjayy apaan dah 👺💔,1
Kenapa bagus sekali,5
Sanga bermanfaat🙏,5
"Bagus ,menambah wawasan pikiran kita .menghilangkan penak.pusing",5
Bagus,5
Tolong lah kenapa lemot sih? Padahal jaringan lancar nya minta ampun 😑 Tolong perbaiki!!!,3
Bagus,4
Kenapa tiwtternya di private katanya malah berlaku sampai 2024 tolong di buat versinya ampe 2025 2026 2027 2028 2029 sampe seterusnya tolong jg di buka privasinya gw kgk bisa buat akun tiwtternya neh,3
Error di pencarian,4
Disini Orang2nya pada berbakat Menggambar:3!!,5
"Warga X emang the best, ku suruh bantu Carikan nomor owner apotek karena ada masalah, langsung ketemu. The bestt",5
Ok,5
"Gak suka banget sama x sekarang kok banyak bacot nya yah, banyak error nya. Bagusan dulu twiter Weh.",2
Very interesting,5
"Gk usah Ngadi Ngadi lu Elon, opsi ai lu maksa pake aset creator gambar tuh GK adil",1
Yup,5
kenapa akun saya tidak bisa?,4
Tolong ini dikondisikan Elon Musk isinya kenapa banyak fornonya astaga 😹,1
Sangat bagus 👍👍👍,5
akun saya sering di blokir aplikasi setiap sehabis mendaftar 2-4 jam kemudian langsung di blok dengan alasan berisi konten dewasa sedangkan saya tidak melihat hal porno dan tidak nge follow akun akun yang memposting hal hal dewasa,3
Mantap 👍,5
gk bisa login,1
banyak bug nya bjirrr ga bgtttt ✌️,1
"Seringkali kali error, masih bagus Twitter yang dulu. Kadang suka keluar sendiri, tolong perbaiki dan jadikan Twitter canggih seperti sedia kala.",1
Susah login,1
"sering banget lagi scroll malah ke refresh, aplikasi ngga jelas!!!",1
Vidio bikin tambah dosa emang ciri akhir zaman banyak kli vidio negatif aku kira ini aplikasinya buat ada baca komik cerita ehhhhmalah negatif,1
"Semua akun ditangguhkan.. Apa kesalahan tidak jelas.. Ini aplikasi paling membuat saya jengkel.. Tiba"" Akun terus ditangguhkan.. Aplikasi ga jelas..",1
Ini gimana nomer email juga benar kok tidak bisa mengakses ada apa dengan twitter😠,4
Setelah update kenapa ga bisa di buka,1
gbisa daftar,1
Sangat menghibur,5
👍👍👍👍,5
Needed update but somehow it kept loading,1
Bagus,5
"Lama pake x ini, tapi tiba2 terblokir, ktnya srh kirim no notifikasi, tapi nomernya tdk di kirim, bgmn ini ? Thank's",5
"Saya suka banyak pekob yg muncul tiba"" pas scroll vidio",5
aplikasi problematik najis,1
Aplikasi tolol gak ISO d gae login,1
Aplikasi terlalu lemot dan juga banyak bug nya.. makin update makin tolol,1
update mulu.. kdg suka lemot,2
Jaringan bagus tapi selalu ga update dengan alesan eror.. ini akun padahal ga di apa²'in tapi ko malah di tangguhkan!.,1
Bgus,5
gabisa di buka,3
👍🏼👍🏼,5
Seringkali log out sendirinya,5
ok,5
"Gabisa play video, ""ada aplikasi lain yang menggunakan audio""",1
Mantab,5
Siplahhhh,5
alternatif dari yang serupa,5
baik,5
Baik,5
jadi aneh kalo elon yang pegang,1
Aplikasi rawan kena band ga usah di instal,1
Twitternya lagi eror ya. Saya coba log in gg masuk2 ke akun saya,1
Terlalu lemot,1
Aplikasi agak lemot padahal wifi data sinyal bagus coba di perbaiki lagi,2
good,5
Bagus,5
coba dulu,2
Mau masuk juga di bikin ribet,1
Tolong buka akun saya lgi dong.. please open my account again,5
Mantap,5
Membantu tentang informasi.,5
Appsosialita yg mantap,5
Sekarang mau login aja susah nya minta ampun,1
"Semakin kesini semakin jelek aplikasinya, sering keluar keluar sendiri...error",1
makin kesini makin ga banget Twitter banyak banget lag kadang suka keluar aplikasi and mungkin rate gw 2 aja karena gw juga butuh apk ini,2
Banggus,5
Apk ini rusak semua postingan tidak bisa di lihat (lemot) tolong di perbaiki,1
Slow.,1
GAK BISA LOGINN TERUSSSS,1
Parah bnget,1
Like,5
Jelek,1
"Semenjak di pengan Elon musk aplikasi sering kena siber, gak jelas banget, mau login ajahh loading nya lama banget, bintang satu buat aplikasi nya",1
gak kaya biasanya. gak bisa ganti foto profil. udah beberapa bulan kaya gitu,3
Why elon musk you add a worst and worser tools. Bring back old twt!!!,1
"INI KENAPA GA BISA GANTI NICKNAME SAMA BIO KOCAK. UDAH UPDATE MALAH MAKIN GA JELAS, GA BISA LOGIN?!?!?!? GA BISA BIKIN AKU BARU JUGA KONYOL. EH BAJIGUR MAKIN NGADI NGADI ABIS UPDATE LAGI, MALAH GA BISA POST GAMBAR?!?!? APASIH GA JELAS BANGET KOCAK",1
Mantap 👍,5
sangat memuakan,1
can't change pfp,1
Sangat bagus buat saran dan berita serta iklan dalam information,5
akun gue gaada buat masalah tiba² akun gue ditanggungkan ini gimana? pas mau di aju bandingkan gabisa njir ini gimana woii pihak X??,1
Sangat seru,1
"Sistem keamanannya udah kaya Kominfo gampang di hack akun akun yang Laen... Sosmed parah...,,,🤬🤬🤬🤬🤬",1
ok,5
aneh,2
Hadeh apl apa ini login kok gk bisa lol,1
"Gue orang nya abu abu, uninstall- download, tapi alasan nya kadang suka eror dan setiap login selalu disuruh jawab teka teki yang anomali, dikira gue bukan manusia YAKALI ROBOT!!!!",3
Susah daftar eror terus kenapa ya,1
Mantap,5
nih apk bagus bangettt,5
sesuai keinginan,5
Ok,5
Positive..,4
Ribet,1
"Lama²akun x ini nyebelin...knp gua bilng nyeblin suka menangguhkan akun secara tiba²tanpa alasan trus itu mau buat akun baru cara login nya payah,semakin update ke x apk nya makin ngaco mkin susah tolong dong pihak resmi x tolong jngn suka menangguhkan akun secara tiba²soalnya kalo di tangguhkan secara tiba²seblum jdi x ke twitter ga gini²bgt apk nya mkin buat usah orang trus suka balik sendiri,masuk akun googel suka ga bisa harus tunggu beberapa saat emg. Unggu antrian sembako apa",1
Very good,5
gaada bokep,1
Butut,1
Aplikasi ini mengandung konten dewasa tolong dihilangkan dari aplikasi X ini karena hal itu tidak baik untuk ditonton karena dapat merusak otak manusia,1
👍,5
Kok tidak bisa memperbarui informasi Tambah lemot min,1
aplikasi yg sangat bagus,5
Update terusssssss,1
Mantap,4
mengapa sekarang sering terjadi ngelag saat mau masuk aplikasi dan harus verifikasi terlebih dahulu untuk membuka aplikasi ini,3
"Dikit2 update mulu, mana suka lag, uninstall aja lah",1
"stress, mau login dari google udaha ada emailnya malah disuruh masukin username mana udah lupa, udah nyoba semua cara jg gabisa",1
Buat liat hentai enak tuh,5
Ok,5
Sering eror dan gagal upload,2
Ok.,5
"Fix how to choose the right account to suspend, not only me but many people are also suspended for no apparent reason. I have never posted a post that violates x terms, but my account was suspended, this is really unreasonable.",1
